Date,Day_of_Week,Transactions,Total_Sales,Temperature,Weather,Event,Prev_Day_Sales,Prev_Week_Sales,7d_Mov_Avg_Sales,Customer_Count,Avg_Check
2022-03-01,Tuesday,165,12182.334781900745,19.633176906835388,Sunny,,3870.0474182959747,10571.737369786128,7524.400421352111,484.3284965401139,73.83233201151967
2022-03-02,Wednesday,79,5308.180358741368,-2.1876135676793496,Snow,,12182.334781900745,3969.1547335557984,7715.6897963786205,240.8954719469282,67.19215643976415
2022-03-03,Thursday,153,13566.609885841111,2.215115350042743,Sunny,,5308.180358741368,10146.150582150296,8204.326839763022,430.233555109942,88.67065284863472
2022-03-04,Friday,179,8944.687939617173,-11.595024610090423,Snow,,13566.609885841111,14625.331743653209,7392.806296329304,533.8675752221295,49.97032368501214
2022-03-05,Saturday,112,6724.791532227438,-12.943099361210063,Sunny,,8944.687939617173,2656.4280135652084,7974.001084709622,336.7473366860675,60.042781537744986
2022-03-06,Sunday,62,3022.15077161937,17.18788733591297,Sunny,,6724.791532227438,5221.3556763435445,7659.828955463311,179.00871081304194,48.74436728418339
2022-03-07,Monday,149,12700.947629920469,25.343600428562343,Cloudy,,3022.15077161937,3870.0474182959747,8921.386128552525,507.5792593901523,85.2412592612112
2022-03-08,Tuesday,79,5540.621881362756,3.9198481762949924,Rain,,12700.947629920469,12182.334781900745,7972.569999904241,198.76888733349946,70.13445419446526
2022-03-09,Wednesday,170,12940.01833466684,20.052993468380365,Cloudy,,5540.621881362756,5308.180358741368,9062.832567893594,557.9691147255119,76.11775490980494
2022-03-10,Thursday,50,2383.075374437923,10.424540375714512,Rain,,12940.01833466684,13566.609885841111,7465.184780550281,131.21914156206623,47.66150748875846
2022-03-11,Friday,24,1089.9785063138893,-4.676796319076864,Cloudy,,2383.075374437923,8944.687939617173,6343.083432935527,79.14113665289278,45.41577109641205
2022-03-12,Saturday,181,11617.706549213834,10.420934082626209,Cloudy,,1089.9785063138893,6724.791532227438,7042.071292505011,563.9800567374865,64.18622402880571
2022-03-13,Sunday,29,2367.2584706584385,28.070548496989538,Rain,,11617.706549213834,3022.15077161937,6948.515249510593,96.95506463715566,81.62960243649788
2022-03-14,Monday,108,7210.812566852412,4.462609413350727,Sunny,,2367.2584706584385,12700.947629920469,6164.21024050087,280.53154716921694,66.76678302641122
2022-03-15,Tuesday,149,4810.4944168013235,28.469654837210093,Sunny,,7210.812566852412,5540.621881362756,6059.906316992094,455.78811448086634,32.2851974281968
2022-03-16,Wednesday,145,13165.79778915093,-34.296176561346165,Sunny,,4810.4944168013235,12940.01833466684,6092.160524775536,435.15774263801853,90.79860544242021
2022-03-17,Thursday,30,1035.8424763817764,17.32853756562836,Snow,,13165.79778915093,2383.075374437923,5899.698682196086,96.18579548890075,34.52808254605921
2022-03-18,Friday,197,19090.819630509173,6.305706023572569,Snow,,1035.8424763817764,1089.9785063138893,8471.247414223984,597.7552387230542,96.90771386045266
2022-03-19,Saturday,178,5653.268800134818,0.5148897430119881,Sunny,,19090.819630509173,11617.706549213834,7619.1848786412675,541.2507529496926,31.759937079409088
2022-03-20,Sunday,75,5895.86489468622,6.376411648032534,Cloudy,,5653.268800134818,2367.2584706584385,8123.271510645236,219.71969576820487,78.6115319291496
2022-03-21,Monday,102,3646.9584349021206,-24.813533719013392,Snow,,5895.86489468622,7210.812566852412,7614.149491795194,286.50111124874877,35.75449445982471
2022-03-22,Tuesday,156,14624.588247431724,1.704921682437321,Sunny,,3646.9584349021206,4810.4944168013235,9016.162896170967,465.233240355342,93.74736056045977
2022-03-23,Wednesday,118,7376.218531222984,10.356688572676196,Cloudy,,14624.588247431724,13165.79778915093,8189.0801450384015,308.98209833467126,62.510326535788
2022-03-24,Thursday,168,6657.2795918481015,27.168410671122743,Snow,,7376.218531222984,1035.8424763817764,8992.14259010502,581.5342409491583,39.62666423719108
2022-03-25,Friday,92,4954.853106646612,-2.774053274104711,Sunny,,6657.2795918481015,19090.819630509173,6972.718800981797,295.72579025364706,53.85709898528926
2022-03-26,Saturday,175,7269.102272997835,-7.127404043397814,Cloudy,,4954.853106646612,5653.268800134818,7203.552154247943,604.1817454203732,41.537727274273344
2022-03-27,Sunday,134,5620.058330405504,-2.5263556537680483,Sunny,,7269.102272997835,5895.86489468622,7164.151216493555,365.38146923221507,41.9407338089963
2022-03-28,Monday,26,2505.557142712025,18.731031765531114,Snow,,5620.058330405504,3646.9584349021206,7001.093889037826,87.86286652458973,96.36758241200096
2022-03-29,Tuesday,99,6055.555558133581,9.931266644895267,Snow,,2505.557142712025,14624.588247431724,5776.946361995235,327.5702084717903,61.16722785993516
2022-03-30,Wednesday,163,13890.233831160152,-2.9464030565055825,Snow,,6055.555558133581,7376.218531222984,6707.519976271973,517.8758432306008,85.21615847337517
2022-03-31,Thursday,116,8673.597156762777,12.699011496700342,Sunny,,13890.233831160152,6657.2795918481015,6995.5653426883555,362.50338558588385,74.77238928243773
2022-04-01,Friday,23,1779.0464433648112,6.456163240220606,Rain,,8673.597156762777,4954.853106646612,6541.878676505241,64.78064230116101,77.34984536368745
2022-04-02,Saturday,23,902.0264359399821,19.52967485799334,Rain,,1779.0464433648112,7269.102272997835,5632.296414068404,76.2774480541957,39.2185406930427
2022-04-03,Sunday,122,5659.935175804248,-5.530796408160285,Sunny,,902.0264359399821,5620.058330405504,5637.993106268225,366.1848863005275,46.392911277083996
2022-04-04,Monday,59,5019.278884187825,0.08506780103347644,Rain,,5659.935175804248,2505.557142712025,5997.09621219334,151.68260297758584,85.07252346081059
2022-04-05,Tuesday,36,3526.3308403164533,-0.8816222969823642,Sunny,,5019.278884187825,6055.555558133581,5635.778395362321,101.26307379078469,97.95363445323481
2022-04-06,Wednesday,120,5806.475397828675,-16.95272422198178,Cloudy,,3526.3308403164533,13890.233831160152,4480.9557620292535,412.23565182543933,48.387294981905626
2022-04-07,Thursday,122,5979.197250973881,9.44180415596864,Sunny,,5806.475397828675,8673.597156762777,4096.041489773696,408.78299179379127,49.00981353257279
2022-04-08,Friday,143,9023.700299437158,8.915829082698341,Sunny,,5979.197250973881,1779.0464433648112,5130.992040641175,497.9125148249451,63.102799296763344
2022-04-09,Saturday,71,7019.686354891525,5.076701849636914,Sunny,,9023.700299437158,902.0264359399821,6004.943457634253,222.08753016489098,98.86882189988064
2022-04-10,Sunday,71,3466.725960757561,1.4811929993727961,Cloudy,,7019.686354891525,5659.935175804248,5691.627855484726,195.07321519296926,48.82712620785297
2022-04-11,Monday,183,10703.31016241492,-16.230561130756215,Sunny,,3466.725960757561,5019.278884187825,6503.632323802883,487.29515409086605,58.48803367439847
2022-04-12,Tuesday,143,13213.714956391303,-1.3096798414803859,Cloudy,,10703.31016241492,3526.3308403164533,7887.544340385003,384.22876500701,92.40360109364548
2022-04-13,Wednesday,185,5587.827372446638,-0.140717747901542,Sunny,,13213.714956391303,5806.475397828675,7856.308908187569,466.16219679424205,30.204472283495342
2022-04-14,Thursday,197,6458.3726571923735,-7.034159038324283,Sunny,,5587.827372446638,5979.197250973881,7924.762537647354,569.46437586423,32.78361754919987
2022-04-15,Friday,82,5927.371426388799,2.580714325009863,Cloudy,,6458.3726571923735,9023.700299437158,7482.429841497588,220.69706980096248,72.28501739498535
2022-04-16,Saturday,135,12624.742556536403,11.060762852218076,Cloudy,,5927.371426388799,7019.686354891525,8283.152156018285,393.07348716165484,93.51661152989928
2022-04-17,Sunday,81,3784.3172644789297,33.29278851815795,Sunny,,12624.742556536403,3466.725960757561,8328.522342264196,278.23454897894,46.719966228134936
2022-04-18,Monday,26,1634.7480299188903,7.618667192477584,Cloudy,,3784.3172644789297,10703.31016241492,7033.013466193333,76.19404544718694,62.87492422764963
2022-04-19,Tuesday,174,10706.667374192226,8.863255860841466,Rain,,1634.7480299188903,13213.714956391303,6674.8638115934655,587.7693024753612,61.53257111604727
2022-04-20,Wednesday,111,7004.987359162114,3.883311263507492,Cloudy,,10706.667374192226,5587.827372446638,6877.315238267105,344.7110290943623,63.10799422668572
2022-04-21,Thursday,33,2428.0204971357116,-23.78156822948562,Sunny,,7004.987359162114,6458.3726571923735,6301.550643973295,90.65534130382594,73.57637870108216
2022-04-22,Friday,105,6602.616657981525,4.602291868261747,Sunny,,2428.0204971357116,5927.371426388799,6398.014248486543,299.8647497222172,62.88206340934786
2022-04-23,Saturday,152,9321.06102367095,5.903453149115396,Rain,,6602.616657981525,12624.742556536403,5926.059743791478,392.75576944485726,61.32276989257205
2022-04-24,Sunday,149,9416.828225098048,41.94863168727929,Sunny,,9321.06102367095,3784.3172644789297,6730.704166737067,422.18592644580553,63.200189430188246
2022-04-25,Monday,81,5780.2183920068055,2.114585528283162,Rain,,9416.828225098048,1634.7480299188903,7322.914218463912,257.38081658578625,71.3607208889729
2022-04-26,Tuesday,168,11355.208063011974,9.523210135004188,Cloudy,,5780.2183920068055,10706.667374192226,7415.562888295304,432.11466361214514,67.59052418459508
2022-04-27,Wednesday,98,8799.37294388246,4.47932345442135,Snow,,11355.208063011974,7004.987359162114,7671.903686112496,265.1293380308469,89.7895198355353
2022-04-28,Thursday,168,5622.082997085519,-12.53017056429298,Cloudy,,8799.37294388246,2428.0204971357116,8128.198328962469,484.08209495743637,33.464779744556665
2022-04-29,Friday,157,13868.154615488409,22.142342217725307,Snow,,5622.082997085519,6602.616657981525,9166.132322892025,546.681777311506,88.33219500311088
2022-04-30,Saturday,77,6858.753661977193,16.27899549030161,Sunny,,13868.154615488409,9321.06102367095,8814.374128364343,252.93436036783376,89.07472288282068
2022-05-01,Sunday,139,6942.155049496249,16.865479205645705,Cloudy,,6858.753661977193,9416.828225098048,8460.849388992658,449.4546577624024,49.94356150716726
2022-05-02,Monday,186,11606.332454306375,-8.640811821921083,Sunny,,6942.155049496249,5780.2183920068055,9293.151397892598,486.61151791373294,62.39963685110955
2022-05-03,Tuesday,152,9226.049518038313,26.04191466404149,Sunny,,11606.332454306375,11355.208063011974,8988.985891467788,498.71137582947875,60.69769419762048
2022-05-04,Wednesday,84,3804.837826002286,-16.027765941884212,Cloudy,,9226.049518038313,8799.37294388246,8275.480874627765,275.96258016734527,45.29568840478912
2022-05-05,Thursday,32,1848.8249374733489,13.802856407004054,Rain,,3804.837826002286,5622.082997085519,7736.4440089688815,99.23528625997851,57.77577929604215
2022-05-06,Friday,101,3343.8215492479403,37.856834387149675,Snow,,1848.8249374733489,13868.154615488409,6232.9678566488155,352.5265399818356,33.10714405195981
2022-05-07,Saturday,192,9493.928658186509,-9.858044876960324,Cloudy,,3343.8215492479403,6858.753661977193,6609.42142753586,542.448749937514,49.4475450947214
2022-05-08,Sunday,179,15603.027658397497,-3.494465944041579,Sunny,,9493.928658186509,6942.155049496249,7846.6889430931815,615.9877682352915,87.16775228155026
2022-05-09,Monday,183,9135.243085582717,6.494770476314619,Sunny,,15603.027658397497,11606.332454306375,7493.676176132658,624.8957940370401,49.91936112340282
2022-05-10,Tuesday,158,13789.365756355617,-2.552134811742988,Cloudy,,9135.243085582717,9226.049518038313,8145.578495892274,396.8139442404017,87.27446681237733
2022-05-11,Wednesday,168,11291.609703748107,-18.25995146599199,Sunny,,13789.365756355617,3804.837826002286,9215.117335570249,495.6195764477682,67.21196252231016
2022-05-12,Thursday,71,6502.917506484965,6.02844462209041,Sunny,,11291.609703748107,1848.8249374733489,9879.987702571907,246.87440054666172,91.5903874152812
2022-05-13,Friday,136,9551.901356597233,-10.934555705891572,Sunny,,6502.917506484965,3343.8215492479403,10766.856246478948,354.0245052874983,70.23456879850906
2022-05-14,Saturday,45,1443.4549026539305,12.103886459527724,Sunny,,9551.901356597233,9493.928658186509,9616.788567117152,137.15031124724936,32.07677561453179
2022-05-15,Sunday,53,4095.808969999701,-8.791363513507047,Sunny,,1443.4549026539305,15603.027658397497,7972.900183060325,184.38474787317853,77.27941452829624
2022-05-16,Monday,71,2352.922233077136,28.249016075263093,Sunny,,4095.808969999701,9135.243085582717,7003.997204130955,216.94017511151608,33.1397497616498
2022-05-17,Tuesday,131,8061.974664075338,-6.748799385043556,Sunny,,2352.922233077136,13789.365756355617,6185.798476662343,352.36580468935244,61.54179132881938
2022-05-18,Wednesday,101,9601.046729924916,0.16907725691486597,Sunny,,8061.974664075338,11291.609703748107,5944.289480401888,311.3005062393516,95.05986861311798
2022-05-19,Thursday,199,8271.290874976252,17.202758260545046,Snow,,9601.046729924916,6502.917506484965,6196.914247329216,538.1836742159599,41.564275753649504
2022-05-20,Friday,176,10083.227388239822,-13.462964746509329,Sunny,,8271.290874976252,9551.901356597233,6272.8179661353,531.4679502694293,57.29106470590808
2022-05-21,Saturday,185,15001.690999587796,8.411899019061941,Sunny,,10083.227388239822,1443.4549026539305,8209.708837125852,476.1978103137844,81.09022161939349
2022-05-22,Sunday,61,5597.244034525,24.607141314236422,Cloudy,,15001.690999587796,4095.808969999701,8424.199560629466,189.4344428220787,91.75809892663933
2022-05-23,Monday,40,3078.640413279022,-19.11224851841841,Sunny,,5597.244034525,2352.922233077136,8527.873586372592,120.67159756512632,76.96601033197555
2022-05-24,Tuesday,61,2932.3997953962926,7.769507877984563,Snow,,3078.640413279022,8061.974664075338,7795.077176561301,197.64984349444924,48.072127793381846
2022-05-25,Wednesday,160,12355.607952661621,8.898241913726352,Cloudy,,2932.3997953962926,9601.046729924916,8188.585922666543,500.9120753854056,77.22254970413513
2022-05-26,Thursday,132,6701.763403801791,16.727343076659658,Sunny,,12355.607952661621,8271.290874976252,7964.367712498764,402.54802744605985,50.7709348772863
2022-05-27,Friday,124,9955.965714826621,-13.554260663171227,Sunny,,6701.763403801791,10083.227388239822,7946.187473439735,395.53257730676705,80.29004608731147
2022-05-28,Saturday,36,3484.1634815143025,-14.806849196264146,Rain,,9955.965714826621,15001.690999587796,6300.826399429236,95.18190888860032,96.78231893095284
2022-05-29,Sunday,139,11189.158279264186,12.829123484253465,Snow,,3484.1634815143025,5597.244034525,7099.6712915348335,430.25499291494594,80.49754157744019
2022-05-30,Monday,156,14102.655091803543,9.454770098497791,Sunny,,11189.158279264186,3078.640413279022,8674.530531324051,416.8492540403533,90.40163520386886
2022-05-31,Tuesday,188,5667.686576194626,8.757392755188148,Cloudy,,14102.655091803543,2932.3997953962926,9065.285785723812,643.9981750761536,30.14726902231184
2022-06-01,Wednesday,148,11874.047212219319,10.196723142454635,Sunny,,5667.686576194626,12355.607952661621,8996.491394232056,380.11344751714944,80.23004873121161
2022-06-02,Thursday,149,13122.59821810456,-5.200370823677362,Snow,,11874.047212219319,6701.763403801791,9913.753510561024,436.62583770392825,88.07112898056752
2022-06-03,Friday,79,2594.289818622088,8.483805457415054,Sunny,,13122.59821810456,9955.965714826621,8862.085525388948,252.46800073478013,32.8391116281277
2022-06-04,Saturday,67,6097.7933409818015,9.39608709948022,Snow,,2594.289818622088,3484.1634815143025,9235.461219598588,198.18748818177332,91.01184091017615
2022-06-05,Sunday,48,2302.492607121754,-5.715271270395517,Cloudy,,6097.7933409818015,11189.158279264186,7965.93755214967,124.42057215517931,47.96859598170321
2022-06-06,Monday,116,8882.171868061809,32.986617667171345,Cloudy,,2302.492607121754,14102.655091803543,7220.154234472279,354.1919658706981,76.57044713846386
2022-06-07,Tuesday,29,2494.720404417515,12.107493813676813,Cloudy,,8882.171868061809,5667.686576194626,6766.873352789836,91.10732535599328,86.02484153163844
2022-06-08,Wednesday,77,5881.761725389926,-12.869552458039728,Sunny,,2494.720404417515,11874.047212219319,5910.832568957065,246.6920079462691,76.38651591415488
2022-06-09,Thursday,40,1458.3974178051203,14.848304129507445,Sunny,,5881.761725389926,13122.59821810456,4244.518168914287,114.93039257851036,36.45993544512801
2022-06-10,Friday,47,3371.897797050612,-9.620225053409822,Sunny,,1458.3974178051203,2594.289818622088,4355.605022975505,143.99201863835182,71.74250632022579
2022-06-11,Saturday,53,3628.9553664391524,16.80626905613678,Sunny,,3371.897797050612,6097.7933409818015,4002.913883755127,156.3863831717624,68.47085597055005
2022-06-12,Sunday,27,2511.607196660373,22.37893368511106,Cloudy,,3628.9553664391524,2302.492607121754,4032.787396546358,85.64551304631084,93.022488765199
2022-06-13,Monday,196,11426.16909071855,-7.3102347752756565,Sunny,,2511.607196660373,8882.171868061809,4396.215571211606,604.3771655956645,58.29678107509464
2022-06-14,Tuesday,98,5142.616326017164,19.450641938664827,Sunny,,11426.16909071855,2494.720404417515,4774.486417154413,296.5241095167952,52.475676796093516
2022-06-15,Wednesday,164,13528.286775730632,11.191713904047475,Snow,,5142.616326017164,5881.761725389926,5866.847138631658,450.9219961614728,82.48955351055264
2022-06-16,Thursday,106,6242.050919538803,17.33090239991735,Rain,,13528.286775730632,1458.3974178051203,6550.226210307897,265.2139628813128,58.88727282583776
2022-06-17,Friday,107,8049.260350787923,33.451894739809205,Snow,,6242.050919538803,3371.897797050612,7218.420860841799,286.1267392583229,75.22673225035442
2022-06-18,Saturday,192,14448.28921127472,1.3191782599569426,Snow,,8049.260350787923,3628.9553664391524,8764.039981532595,502.47667995344034,75.2515063087225
2022-06-19,Sunday,88,8110.320636458326,-6.306042465362344,Sunny,,14448.28921127472,2511.607196660373,9563.856187218016,259.5194575609633,92.16273450520825
2022-06-20,Monday,179,12871.61580105829,-8.34271644438285,Sunny,,8110.320636458326,11426.16909071855,9770.348574409409,557.0942089863702,71.90846816233682
2022-06-21,Tuesday,191,12443.793765191764,-7.237154274481574,Cloudy,,12871.61580105829,5142.616326017164,10813.373922862924,518.1992366587983,65.15075269733907
2022-06-22,Wednesday,106,4210.425241862156,3.843474358788437,Cloudy,,12443.793765191764,13528.286775730632,9482.250846595998,364.5400521725218,39.72099284775619
2022-06-23,Thursday,120,4572.195896101125,10.117279622249658,Sunny,,4210.425241862156,6242.050919538803,9243.700128962044,300.8018555068665,38.101632467509376
2022-06-24,Friday,27,1101.66775838502,9.150361989950285,Rain,,4572.195896101125,8049.260350787923,8251.186901475914,88.35212740946426,40.802509569815555
2022-06-25,Saturday,96,4034.8217945180754,17.40774873554036,Sunny,,1101.66775838502,14448.28921127472,6763.548699082108,300.0196578749225,42.02939369289662
2022-06-26,Sunday,106,7913.048027564164,5.1950283781686055,Sunny,,4034.8217945180754,8110.320636458326,6735.366897811514,304.59680891105427,74.65139648645437
2022-06-27,Monday,62,5075.85862619167,26.80301115735975,Cloudy,,7913.048027564164,12871.61580105829,5621.687301401996,158.1303145535693,81.86868751922049
2022-06-28,Tuesday,148,9930.712177517697,1.0301475014306587,Cloudy,,5075.85862619167,12443.793765191764,5262.675646019988,462.86801262407334,67.0994066048493
